,City,Cloudiness,Country,Humidity,Date,Latitude,Longitude,Max Temp,Wind Speed
0,Kijang,8,KR,86,1551733200,35.24,129.21,39.2,3.36
0,Limbang,75,BN,100,1551733200,4.75,115.01,78.8,1.12
0,Parana,75,BR,59,1551733200,-7.52,-72.89,91.4,4.7
0,Dunmore East,0,IE,80,1551735828,52.15,-6.99,42.01,3.0
0,Constancia,20,CU,69,1551732600,22.24,-80.58,82.4,14.99
0,Tucurui,80,BR,86,1551735874,-3.77,-49.67,78.83,2.26
0,Auce,20,LV,96,1551735877,56.47,22.9,44.59,17.69
0,Luganville,80,VU,94,1551735878,-15.51,167.18,83.47,9.42
0,Mandan,40,US,92,1551735525,46.83,-100.89,12.2,29.97
0,Coswig,0,DE,75,1551735834,51.13,13.58,43.0,18.34
0,Blois,68,FR,87,1551735524,47.59,1.33,43.0,8.05
0,Villarrica,0,CL,42,1551735060,-39.28,-72.23,66.2,14.99
0,Freeport,20,BS,62,1551733200,26.54,-78.7,86.0,10.29
0,Ibotirama,36,BR,57,1551735892,-12.18,-43.22,84.91,4.05
0,Tallahassee,40,US,61,1551735652,30.44,-84.28,57.0,6.93
0,Bose,0,IT,93,1551735845,45.46,8.01,53.01,6.93
0,Shirokiy,56,RU,90,1551735845,53.87,39.17,34.0,3.0
0,Hamilton,75,BM,88,1551735518,32.3,-64.78,71.6,18.34
0,Gloucester,40,GB,86,1551735615,51.87,-2.25,41.0,12.75
0,Chhatak,92,BD,100,1551735895,25.03,91.67,57.77,2.15
0,Gravdal,75,NO,87,1551735894,59.79,5.78,42.8,6.93
0,Anloga,20,GH,83,1551733200,5.79,0.9,84.2,11.41
0,Karratha,20,AU,53,1551735646,-20.74,116.85,81.49,8.63
0,Teonthar,0,IN,78,1551735896,24.98,81.65,62.68,2.82
0,Pauini,0,BR,70,1551735917,-7.71,-67.0,86.71,1.92
0,Shizunai,0,JP,100,1551735917,42.33,142.37,15.25,5.06
0,Dakoro,20,NE,62,1551735921,14.51,6.76,72.4,2.93
0,Charyshskoye,36,RU,82,1551735921,51.4,83.56,37.48,12.55
0,Gushikawa,75,JP,76,1551733200,26.35,127.87,62.6,8.05
0,Thap Than,0,TH,77,1551735367,15.46,99.89,80.01,5.39
0,Lowestoft,20,GB,70,1551735936,52.48,1.75,45.0,17.22
0,Codajas,12,BR,82,1551735946,-3.84,-62.06,84.82,4.05
0,Sao Filipe,0,CV,89,1551735947,14.9,-24.5,72.58,18.03
0,Tual,56,ID,100,1551735950,-5.67,132.75,81.94,9.42
0,Goderich,56,CA,47,1551735787,43.74,-81.71,17.01,4.0
0,Inhambane,88,MZ,89,1551735959,-23.87,35.38,81.76,10.87
0,Baruun-Urt,44,MN,78,1551735960,46.68,113.28,17.5,11.21
0,Comodoro Rivadavia,40,AR,24,1551733200,-45.87,-67.48,68.0,28.86
0,Port-Cartier,90,CA,92,1551735804,50.03,-66.88,27.0,10.29
0,Dunedin,0,NZ,78,1551735961,-45.87,170.5,69.7,7.4
0,Bachaquero,64,VE,68,1551735961,9.96,-71.12,87.97,2.48
0,Severomuysk,0,RU,52,1551735965,56.17,113.57,-13.33,1.92
0,Narsaq,75,GL,58,1551732600,60.91,-46.05,28.4,1.12
0,Diffa,0,NE,21,1551735965,13.32,12.61,77.75,8.97
0,Maceio,75,BR,83,1551733200,-9.67,-35.74,78.8,3.36
0,Ferme-Neuve,36,CA,53,1551735779,46.7,-75.45,18.58,5.06
0,Acajutla,12,SV,75,1551735654,13.59,-89.83,82.0,4.0
0,Yigou,92,CN,73,1551735966,35.81,114.32,49.45,9.86
0,San Patricio,0,PY,43,1551735967,-26.98,-56.83,91.75,4.27
0,Honningsvag,90,NO,78,1551732600,70.98,25.97,17.6,20.8
0,Hatillo,90,PR,87,1551735955,18.49,-66.83,80.01,9.17
0,Laguna,40,MX,26,1551732060,27.52,-110.01,84.2,9.17
0,Spirit River,5,CA,51,1551735726,55.78,-118.84,14.0,5.82
0,Bushehr,0,IR,62,1551733200,28.97,50.84,59.0,8.41
0,Jinchang,20,CN,47,1551735973,38.52,102.19,5.12,2.59
0,Ulladulla,0,AU,94,1551735940,-35.36,150.48,73.0,8.05
0,Jhelum,0,PK,95,1551735679,32.94,73.72,45.4,2.37
0,Liwonde,48,MW,96,1551735975,-15.05,35.2,70.96,5.28
0,Inza,48,RU,89,1551735975,53.86,46.36,22.0,4.38
0,Ust-Ordynskiy,0,RU,79,1551735000,52.8,104.75,19.4,4.47
0,Tigzirt,0,DZ,75,1551735976,36.57,4.2,45.53,0.81
0,Hukuntsi,88,BW,17,1551735980,-23.98,21.76,84.55,9.98
0,Adrar,0,DZ,15,1551733200,27.87,-0.29,68.0,10.29
0,Belmonte,88,PT,81,1551735973,40.36,-7.35,48.0,2.93
0,Antalaha,64,MG,100,1551735980,-14.9,50.28,76.13,2.37
0,Mantua,0,IT,100,1551735964,45.16,10.79,50.0,2.24
0,Zhezkazgan,0,KZ,80,1551735984,47.8,67.71,9.53,9.64
0,Clyde River,75,CA,83,1551733200,70.47,-68.59,-4.01,6.93
0,Solnechnyy,48,RU,61,1551735992,50.72,136.64,4.13,3.38
0,Prince Rupert,1,CA,32,1551733200,54.32,-130.32,41.0,6.93
0,Banda Aceh,8,ID,98,1551735993,5.56,95.32,72.98,2.15
0,Araouane,0,ML,26,1551735993,18.9,-3.53,61.33,4.05
0,Flin Flon,75,CA,51,1551733200,54.77,-101.88,14.0,17.22
0,Koran,0,BA,45,1551733200,43.81,18.57,48.2,3.36
0,Shitanjing,0,CN,68,1551735998,39.23,106.34,13.36,1.92
0,Marsa Matruh,92,EG,98,1551735998,31.35,27.25,51.38,3.83
0,Bolkhov,92,RU,89,1551736002,53.44,36.0,37.21,11.77
0,Dessau,75,DE,75,1551735969,51.83,12.24,44.01,19.46
0,Chernenko,92,UA,91,1551736023,47.23,37.74,38.29,13.0
0,Do Gonbadan,0,IR,75,1551733200,30.36,50.8,42.8,1.7
0,Lagoa,75,PT,93,1551736027,37.14,-8.45,59.0,10.29
0,Egvekinot,80,RU,92,1551736037,66.32,-179.17,27.08,8.52
0,Manawar,0,IN,50,1551736040,22.23,75.09,65.02,9.08
0,Great Bend,1,US,61,1551736025,38.36,-98.78,19.4,10.29
0,Ormskirk,40,GB,86,1551736028,53.57,-2.89,42.01,16.11
0,Worthington,20,US,77,1551735912,43.62,-95.6,7.0,27.51
0,The Pas,90,CA,61,1551733200,53.82,-101.24,14.0,12.75
0,Madang,88,PG,100,1551736042,-5.21,145.81,75.01,4.38
0,Bata,40,GQ,100,1551733200,1.87,9.77,77.0,3.6
0,Killorglin,76,IE,98,1551735837,52.1,-9.78,41.48,16.69
0,Caxito,40,BR,78,1551733200,-22.65,-42.51,82.4,4.7
0,Beitbridge,8,ZA,77,1551736043,-22.21,29.99,78.34,7.74
0,San Andres,0,PH,100,1551736053,13.32,122.68,78.38,13.22
0,Sao Joao da Barra,20,BR,74,1551733200,-21.64,-41.05,82.4,13.87
0,Requena,0,ES,40,1551735999,39.49,-1.1,68.0,13.87
0,Kalaleh,90,IR,93,1551733200,37.38,55.49,48.2,4.7
0,Alyangula,44,AU,100,1551733200,-13.85,136.42,75.2,6.73
0,La Ronge,5,CA,48,1551733200,55.1,-105.3,19.4,11.41
0,Ifakara,48,TZ,91,1551736091,-8.13,36.68,74.02,2.71
0,Flinders,0,AU,94,1551736039,-34.58,150.85,73.99,8.05
0,Abashiri,8,JP,80,1551735666,44.01,144.25,23.0,5.01
0,Colares,40,PT,76,1551736053,38.8,-9.45,57.99,4.7
0,Talnakh,88,RU,87,1551735830,69.49,88.39,24.47,14.45
0,Axim,24,GH,95,1551736101,4.87,-2.24,83.6,10.87
0,Carndonagh,20,IE,75,1551732600,55.25,-7.27,41.0,11.41
0,Bukene,32,TZ,90,1551736103,-4.23,32.89,64.07,6.17
0,Hope,1,CA,27,1551736034,49.38,-121.43,42.01,9.17
0,Herat,0,AF,79,1551736104,34.35,62.22,33.2,5.39
0,Nemuro,0,JP,100,1551736104,43.32,145.57,27.85,14.79
0,Ouadda,24,CF,66,1551736105,8.07,22.4,72.62,3.38
0,Sakata,0,JP,94,1551736105,38.92,139.93,37.03,9.64
0,Sept-Iles,90,CA,92,1551735804,50.2,-66.38,27.0,10.29
0,Namibe,20,AO,100,1551736105,-15.19,12.15,77.89,6.85
0,Hwange,48,ZW,44,1551736110,-18.35,26.5,81.49,10.65
0,Aspindza,0,GE,56,1551736110,41.57,43.25,1.21,2.15
0,Staryy Nadym,88,RU,85,1551736113,65.61,72.68,13.36,14.12
0,Le Port,76,FR,70,1551736000,42.87,1.37,48.0,1.48
0,Rorvik,0,NO,73,1551732600,64.86,11.24,19.4,4.7
0,Krasnokholmskiy,68,RU,76,1551736118,55.99,55.05,12.68,4.83
0,Ballarat,20,AU,74,1551735971,-37.56,143.86,70.0,3.83
0,Kieta,68,PG,97,1551736143,-6.22,155.63,80.23,1.92
0,Pevek,32,RU,86,1551736143,69.7,170.27,-0.28,5.61
0,Kishi,12,NG,37,1551736144,9.08,3.85,75.05,4.38
0,Xining,24,CN,86,1551736144,36.62,101.77,13.99,2.82
0,Nkhotakota,68,MW,95,1551736165,-12.93,34.3,75.05,3.15
0,Wilmington,1,US,55,1551736165,39.75,-75.55,37.99,11.41
0,Marrakesh,0,MA,59,1551735000,31.63,-7.99,62.6,5.82
0,San Felipe,0,CL,30,1551736143,-32.75,-70.73,78.01,4.0
0,Zhuhai,0,CN,53,1551733200,40.71,112.04,21.2,2.24
0,Brownwood,90,US,50,1551735959,31.71,-98.99,28.4,12.75
0,Klaksvik,92,FO,99,1551734400,62.23,-6.59,39.2,24.16
0,Iwanai,0,JP,100,1551736178,42.97,140.51,27.85,5.17
0,Lorengau,12,PG,100,1551736178,-2.02,147.27,78.83,5.61
0,Berlevag,40,NO,62,1551732600,70.86,29.09,19.4,29.97
0,Boa Vista,40,BR,32,1551733200,2.82,-60.67,95.0,10.29
0,Pyu,0,MM,85,1551736189,18.48,96.43,66.28,3.94
0,Kainan,20,JP,70,1551733200,34.15,135.21,46.4,17.22
0,Leh,36,IN,67,1551736192,34.16,77.58,-8.92,1.81
0,Alabaster,75,US,52,1551735979,33.24,-86.82,43.0,5.82
0,Pervomayskoye,48,RU,90,1551736194,57.07,86.23,26.86,11.77
0,Zeya,0,RU,65,1551736197,53.74,127.27,1.84,5.5
0,Ust-Nera,12,RU,0,1551735853,64.57,143.24,-40.65,1.92
0,Tianpeng,92,CN,100,1551736240,28.88,112.34,50.71,6.85
0,Abancay,80,PE,72,1551736240,-13.64,-72.88,54.08,2.37
0,Mount Isa,0,AU,77,1551733200,-20.73,139.49,68.0,2.24
0,Coquimbo,0,CL,68,1551733200,-29.95,-71.34,68.0,13.87
0,Potiskum,0,NG,23,1551736241,11.71,11.08,80.9,10.76
0,Srikakulam,0,IN,97,1551736242,18.29,83.89,80.27,20.15
0,Hervey Bay,75,AU,94,1551735909,-25.3,152.85,77.0,9.17
0,San Policarpo,88,PH,94,1551736242,12.18,125.51,77.62,13.0
0,Tateyama,75,JP,93,1551736223,36.66,137.31,42.01,2.24
0,Sarh,20,TD,41,1551733200,9.14,18.39,91.4,6.96
0,Montanhas,76,BR,83,1551736268,-6.49,-35.29,78.38,7.07
0,Boda,0,BD,93,1551736268,26.2,88.56,58.09,6.62
0,Hailar,56,CN,78,1551736269,49.2,119.7,14.26,8.86
0,Abbeville,0,FR,81,1551736203,50.11,1.83,46.4,23.04
0,Tosu,0,JP,93,1551736264,33.38,130.51,43.0,3.36
0,Monastyrshchina,92,RU,95,1551736270,54.35,31.84,40.27,13.44
0,Kattivakkam,20,IN,88,1551733200,13.22,80.32,80.6,5.82
0,Abnub,0,EG,46,1551733200,27.27,31.15,53.6,10.29
0,Buchanan,36,LR,83,1551733200,5.88,-10.05,80.6,5.73
0,Mayumba,68,GA,92,1551736274,-3.44,10.65,82.07,7.74
0,Zharkent,20,KZ,59,1551736275,44.17,80.0,10.7,2.15
0,Mamallapuram,20,IN,88,1551733200,12.63,80.17,80.6,5.82
0,Marand,75,IR,80,1551733200,38.43,45.77,39.2,0.69
0,Nanakuli,75,US,56,1551736151,21.39,-158.15,75.2,11.41
0,Yulara,0,AU,28,1551733200,-25.24,130.99,73.4,6.93
0,Duldurga,32,RU,83,1551736276,50.67,113.59,16.51,5.39
0,College,1,US,100,1551736120,64.86,-147.8,28.0,6.73
0,Amberley,0,NZ,45,1551736086,-43.15,172.73,73.99,1.12
0,Pakxe,0,LA,75,1551736276,15.12,105.78,73.3,1.92
0,Merauke,20,ID,100,1551736277,-8.49,140.4,76.27,5.5
0,Verdun,75,FR,93,1551736255,49.16,5.39,45.0,3.36
0,Saint-Francois,75,FR,81,1551735948,46.42,3.91,46.0,8.05
0,Rusape,20,ZW,90,1551736278,-18.53,32.12,63.53,4.5
0,Litovko,0,RU,57,1551736279,49.24,135.18,-1.63,2.37
0,Yuma,75,US,27,1551736264,32.73,-114.62,75.99,5.82
0,Ventspils,90,LV,93,1551734400,57.39,21.56,41.0,25.28
0,Lensk,0,RU,76,1551736280,60.71,114.91,8.9,6.17
0,Baykit,68,RU,85,1551736303,61.68,96.39,21.55,5.95
0,Pio IX,88,BR,99,1551736303,-6.83,-40.61,69.97,4.5
0,Maraa,68,BR,76,1551736304,-1.83,-65.37,84.23,6.4
0,Poum,0,MK,76,1551736304,41.28,20.71,21.37,1.81
0,Nzerekore,44,GN,51,1551736305,7.76,-8.82,81.04,3.15
0,Teguldet,20,RU,90,1551736315,57.31,88.17,25.82,6.62
0,Mogadishu,20,SO,100,1551736223,2.04,45.34,80.27,20.15
0,Tawang,76,BT,80,1551736319,27.59,91.87,30.01,1.03
0,Hobyo,12,SO,89,1551736319,5.35,48.53,76.99,11.99
0,Katima Mulilo,32,NA,34,1551736319,-17.5,24.28,82.84,7.74
0,Jiuquan,20,CN,77,1551735739,39.73,98.49,10.25,3.94
0,Quechultenango,0,MX,31,1551736320,17.41,-99.24,83.56,2.37
0,Darya Khan,0,PK,76,1551736321,31.78,71.1,40.58,2.59
0,Ugoofaaru,92,MV,97,1551736322,5.67,73.0,84.01,8.19
0,Henties Bay,0,NA,86,1551733324,-22.12,14.28,68.0,3.0
0,Tucumcari,90,US,73,1551736217,35.17,-103.73,19.4,3.36
0,Teguise,75,ES,68,1551735000,29.06,-13.56,64.4,13.87
0,Tazovskiy,68,RU,85,1551736332,67.47,78.7,17.45,21.16
